shipment_id,origin,destination,carrier,shipment_date,expected_delivery,actual_delivery,status,priority,delay_hours,reason,shipment_mode,cargo_type,weight_kg,distance_km,weather_condition,customs_status,port_congestion,carrier_performance_score,customer_impact,exception_type
SHP-1788,Pune,Tokyo,BlueDart,2026-07-07,2026-07-13,2026-07-16,Delayed,High,87,Carrier delay,Air,Pharmaceuticals,3672.07,1844,Storm,Cleared,High,63.0,Medium,DELIVERY_DELAY
SHP-1789,Ahmedabad,New York,Carrier-X,2026-03-22,2026-03-29,2026-03-29,Delivered,High,0,On schedule,Sea,Pharmaceuticals,4500.35,2623,Clear,Cleared,Low,96.4,None,NONE
SHP-1790,Ahmedabad,Tokyo,Maersk,2026-03-09,2026-03-11,2026-03-11,Delivered,High,0,On schedule,Air,Pharmaceuticals,2974.09,8063,Clear,Cleared,Low,80.1,None,NONE
SHP-1791,Ahmedabad,Frankfurt,BlueDart,2026-07-29,2026-08-04,2026-08-06,Delayed,Low,61,Carrier delay,Air,Electronics,4021.42,5799,Clear,Cleared,Medium,74.5,Medium,DELIVERY_DELAY
SHP-1792,Kolkata,Amsterdam,Maersk,2026-04-04,2026-04-10,2026-04-11,Delayed,Normal,27,Weather disruption,Rail,Textiles,3432.06,12231,Storm,Cleared,Medium,82.5,High,WEATHER_DISRUPTION
SHP-1793,Bengaluru,Tokyo,FedEx,2026-05-08,2026-05-11,2026-05-11,Delayed,Low,15,Documentation issue,Sea,Textiles,4827.61,14671,Extreme Heat,Cleared,Low,82.0,Low,MINOR_DELAY
SHP-1794,Ahmedabad,Amsterdam,FedEx,2026-03-31,2026-04-08,2026-04-08,Delivered,High,0,On schedule,Road,Machinery,4726.88,4826,Clear,Cleared,Low,68.3,None,NONE
SHP-1795,Mumbai,Paris,UPS,2026-06-06,2026-06-08,2026-06-10,Delayed,Normal,48,Customs clearance,Road,Chemicals,2499.65,11531,Clear,Pending,Medium,61.3,High,CUSTOMS_DELAY
SHP-1796,Bengaluru,Amsterdam,Maersk,2026-05-05,2026-05-11,2026-05-11,Delayed,Normal,12,Customs clearance,Sea,Textiles,4129.1,2322,Rain,Pending,Low,57.3,High,CUSTOMS_DELAY
SHP-1797,Hyderabad,Dubai,BlueDart,2026-08-02,2026-08-09,2026-08-09,Delivered,Low,0,On schedule,Road,Machinery,4394.82,13165,Clear,Cleared,Low,91.9,None,NONE
SHP-1798,Bengaluru,Singapore,Carrier-X,2026-07-07,2026-07-12,2026-07-12,Delayed,Normal,4,Documentation issue,Road,Pharmaceuticals,4060.43,10737,Storm,Cleared,Medium,71.6,Low,MINOR_DELAY
SHP-1799,Pune,Singapore,Maersk,2026-03-21,2026-03-28,2026-03-28,Delivered,Normal,0,On schedule,Road,Food,4023.86,2580,Clear,Cleared,Low,84.4,None,NONE
SHP-1800,Chennai,New York,FedEx,2026-02-21,2026-03-02,2026-03-02,Delivered,Normal,0,On schedule,Rail,Food,2733.7,6459,Clear,Cleared,Low,88.6,None,NONE
SHP-1801,Pune,Singapore,FedEx,2026-03-22,2026-03-30,2026-04-01,Delayed,Normal,69,Mechanical issue,Rail,Machinery,2311.81,9457,Extreme Heat,Under Review,High,56.1,High,DELIVERY_DELAY
SHP-1802,Pune,Singapore,FedEx,2026-03-04,2026-03-14,2026-03-14,Delivered,Normal,0,On schedule,Road,Chemicals,4500.56,14681,Clear,Cleared,Low,67.6,None,NONE
SHP-1803,Pune,London,BlueDart,2026-07-26,2026-07-28,2026-07-28,Delivered,High,0,On schedule,Air,Automotive,432.45,4726,Clear,Cleared,Low,90.7,None,NONE
SHP-1804,Delhi,Toronto,UPS,2026-03-16,2026-03-25,2026-03-26,Delayed,Normal,31,Carrier delay,Air,Chemicals,690.65,14964,Fog,Cleared,Medium,84.1,Medium,DELIVERY_DELAY
SHP-1805,Bengaluru,New York,Carrier-X,2026-01-02,2026-01-05,2026-01-05,Delayed,High,8,Carrier delay,Road,Machinery,2603.91,4350,Fog,Cleared,Low,63.8,Low,MINOR_DELAY
SHP-1806,Ahmedabad,Dubai,UPS,2026-01-15,2026-01-24,2026-01-24,Delivered,High,0,On schedule,Rail,Automotive,4913.65,13739,Clear,Cleared,Low,65.1,None,NONE
SHP-1807,Hyderabad,Paris,Carrier-X,2026-06-18,2026-06-20,2026-06-20,Delivered,Normal,0,On schedule,Rail,Chemicals,932.19,13711,Clear,Cleared,Low,87.0,None,NONE
SHP-1808,Chennai,London,UPS,2026-05-03,2026-05-06,2026-05-06,Delayed,Normal,20,Documentation issue,Sea,Automotive,2325.18,13628,Extreme Heat,Under Review,Medium,73.3,Medium,MINOR_DELAY
SHP-1809,Mumbai,New York,BlueDart,2026-04-10,2026-04-19,2026-04-19,Delivered,Low,0,On schedule,Air,Food,222.73,6111,Clear,Cleared,Low,96.4,None,NONE
SHP-1810,Ahmedabad,Sydney,Maersk,2026-04-02,2026-04-05,2026-04-05,Delayed,Normal,21,Weather disruption,Air,Pharmaceuticals,880.74,2780,Fog,Cleared,Medium,70.1,High,WEATHER_DISRUPTION
SHP-1811,Kolkata,Sydney,Carrier-X,2026-07-20,2026-07-28,2026-07-28,Delivered,High,0,On schedule,Sea,Textiles,350.37,14051,Clear,Cleared,Low,82.7,None,NONE
SHP-1812,Pune,Sydney,UPS,2026-07-01,2026-07-08,2026-07-09,Delayed,High,45,Customs clearance,Sea,Food,2926.62,13896,Storm,Pending,Low,72.4,High,CUSTOMS_DELAY
SHP-1813,Mumbai,Dubai,Carrier-X,2026-01-25,2026-02-03,2026-02-03,Delivered,High,0,On schedule,Sea,Pharmaceuticals,1625.06,4093,Clear,Cleared,Low,97.2,None,NONE
SHP-1814,Chennai,Singapore,FedEx,2026-04-18,2026-04-24,2026-04-24,Delivered,High,0,On schedule,Rail,Chemicals,581.22,14174,Clear,Cleared,Low,87.2,None,NONE
SHP-1815,Ahmedabad,Toronto,UPS,2026-03-24,2026-03-28,2026-03-28,Delivered,Normal,0,On schedule,Air,Pharmaceuticals,4944.47,9700,Clear,Cleared,Low,78.9,None,NONE
SHP-1816,Chennai,New York,BlueDart,2026-03-15,2026-03-20,2026-03-23,Delayed,Normal,79,Documentation issue,Rail,Machinery,175.86,2602,Clear,Cleared,Medium,93.4,Medium,DELIVERY_DELAY
SHP-1817,Kolkata,Tokyo,UPS,2026-02-17,2026-02-26,2026-03-01,Delayed,High,94,Port congestion,Air,Textiles,2509.24,6140,Rain,Cleared,High,81.6,High,PORT_CONGESTION
SHP-1818,Bengaluru,Singapore,BlueDart,2026-04-07,2026-04-12,2026-04-12,Delayed,High,6,Weather disruption,Rail,Machinery,266.88,9156,Extreme Heat,Cleared,Low,69.2,Medium,MINOR_DELAY
SHP-1819,Chennai,New York,Maersk,2026-04-02,2026-04-12,2026-04-13,Delayed,Low,46,Carrier delay,Rail,Machinery,1568.07,10435,Fog,Cleared,Low,57.4,Medium,CARRIER_DELAY
SHP-1820,Delhi,Paris,BlueDart,2026-01-08,2026-01-13,2026-01-13,Delivered,Low,0,On schedule,Road,Machinery,1679.36,12829,Clear,Cleared,Low,57.6,None,NONE
SHP-1821,Chennai,Amsterdam,Carrier-X,2026-06-19,2026-06-28,2026-06-28,Delivered,High,0,On schedule,Road,Chemicals,373.83,9538,Clear,Cleared,Low,93.9,None,NONE
SHP-1822,Mumbai,Toronto,DHL,2026-07-09,2026-07-19,2026-07-19,Delivered,Normal,0,On schedule,Rail,Food,2399.07,2421,Clear,Cleared,Low,66.6,None,NONE
SHP-1823,Mumbai,Singapore,DHL,2026-02-27,2026-03-05,2026-03-05,Delivered,High,0,On schedule,Rail,Food,3909.89,14659,Clear,Cleared,Low,96.8,None,NONE
SHP-1824,Mumbai,Dubai,DHL,2026-06-05,2026-06-09,2026-06-10,Delayed,High,26,Documentation issue,Sea,Food,2154.3,7293,Extreme Heat,Cleared,High,78.6,High,DELIVERY_DELAY
SHP-1825,Delhi,Sydney,DHL,2026-02-19,2026-02-21,2026-02-22,Delayed,Normal,40,Carrier delay,Road,Textiles,1143.36,12546,Fog,Cleared,Low,87.4,Medium,CARRIER_DELAY
SHP-1826,Mumbai,Dubai,Carrier-X,2026-01-15,2026-01-19,2026-01-19,Delivered,Low,0,On schedule,Sea,Chemicals,1420.15,5446,Clear,Cleared,Low,70.0,None,NONE
SHP-1827,Chennai,New York,FedEx,2026-06-18,2026-06-24,2026-06-24,Delivered,Normal,0,On schedule,Rail,Automotive,4692.47,3672,Clear,Cleared,Low,76.3,None,NONE
SHP-1828,Kolkata,Frankfurt,BlueDart,2026-07-19,2026-07-29,2026-07-29,Delayed,Normal,23,Weather disruption,Road,Textiles,2522.19,1184,Fog,Cleared,Medium,69.9,High,WEATHER_DISRUPTION
SHP-1829,Pune,Paris,BlueDart,2026-02-22,2026-03-04,2026-03-05,Delayed,High,41,Weather disruption,Road,Electronics,1061.74,6401,Fog,Cleared,Medium,86.2,Medium,WEATHER_DISRUPTION
SHP-1830,Bengaluru,Dubai,FedEx,2026-07-15,2026-07-24,2026-07-24,Delivered,Normal,0,On schedule,Rail,Machinery,4183.26,4728,Clear,Cleared,Low,67.0,None,NONE
SHP-1831,Pune,New York,DHL,2026-08-07,2026-08-15,2026-08-15,Delivered,Normal,0,On schedule,Air,Textiles,1929.47,1027,Clear,Cleared,Low,64.7,None,NONE
SHP-1832,Pune,London,Carrier-X,2026-01-14,2026-01-21,2026-01-21,Delivered,High,0,On schedule,Rail,Food,4686.75,10273,Clear,Cleared,Low,87.4,None,NONE
SHP-1833,Kolkata,New York,UPS,2026-01-08,2026-01-18,2026-01-19,Delayed,Normal,35,Weather disruption,Sea,Chemicals,1946.67,12117,Storm,Cleared,Low,95.1,High,WEATHER_DISRUPTION
SHP-1834,Hyderabad,Amsterdam,BlueDart,2026-07-04,2026-07-08,2026-07-08,Delivered,Normal,0,On schedule,Rail,Food,4801.92,7956,Clear,Cleared,Low,87.1,None,NONE
SHP-1835,Chennai,London,DHL,2026-06-24,2026-06-29,2026-06-29,Delivered,Critical,0,On schedule,Road,Chemicals,3858.98,5146,Clear,Cleared,Low,69.5,None,NONE
SHP-1836,Pune,Dubai,UPS,2026-03-10,2026-03-17,2026-03-19,Delayed,High,63,Customs clearance,Road,Textiles,4181.64,14186,Storm,Pending,Low,62.7,Medium,CUSTOMS_DELAY
SHP-1837,Ahmedabad,Dubai,BlueDart,2026-01-10,2026-01-20,2026-01-20,Delivered,Critical,0,On schedule,Air,Automotive,1097.03,1259,Clear,Cleared,Low,79.9,None,NONE
SHP-1838,Delhi,New York,UPS,2026-04-23,2026-04-28,2026-04-29,Delayed,Normal,29,Customs clearance,Road,Electronics,3155.39,2706,Rain,Pending,Medium,92.5,High,CUSTOMS_DELAY
SHP-1839,Mumbai,Frankfurt,DHL,2026-06-25,2026-07-02,2026-07-02,Delivered,Normal,0,On schedule,Air,Pharmaceuticals,219.36,12053,Clear,Cleared,Low,64.8,None,NONE
SHP-1840,Hyderabad,New York,DHL,2026-07-03,2026-07-06,2026-07-06,Delivered,Low,0,On schedule,Road,Food,396.62,7571,Clear,Cleared,Low,59.9,None,NONE
SHP-1841,Delhi,Frankfurt,FedEx,2026-04-06,2026-04-13,2026-04-14,Delayed,High,33,Documentation issue,Road,Food,3038.76,6202,Clear,Under Review,Medium,69.4,High,DELIVERY_DELAY
SHP-1842,Pune,Toronto,BlueDart,2026-01-08,2026-01-12,2026-01-12,Delivered,Normal,0,On schedule,Road,Food,4560.24,718,Clear,Cleared,Low,59.6,None,NONE
SHP-1843,Chennai,Toronto,UPS,2026-04-07,2026-04-11,2026-04-11,Delivered,High,0,On schedule,Road,Pharmaceuticals,1911.64,10936,Clear,Cleared,Low,58.4,None,NONE
SHP-1844,Delhi,Frankfurt,UPS,2026-07-07,2026-07-13,2026-07-13,Delayed,Normal,16,Carrier delay,Rail,Food,983.17,9724,Storm,Cleared,Medium,67.6,High,CARRIER_DELAY
SHP-1845,Chennai,Toronto,FedEx,2026-04-27,2026-05-05,2026-05-09,Exception,Normal,112,Damaged cargo,Road,Pharmaceuticals,1815.79,6066,Extreme Heat,Cleared,Low,79.1,High,DAMAGED_CARGO
SHP-1846,Delhi,Toronto,Carrier-X,2026-02-28,2026-03-04,2026-03-04,Delivered,Normal,0,On schedule,Rail,Food,4629.33,4313,Clear,Cleared,Low,88.4,None,NONE
SHP-1847,Pune,Paris,Carrier-X,2026-03-08,2026-03-11,2026-03-11,Delivered,High,0,On schedule,Sea,Food,416.71,7198,Clear,Cleared,Low,76.7,None,NONE
SHP-1848,Bengaluru,Paris,BlueDart,2026-04-27,2026-05-03,2026-05-03,Delivered,Low,0,On schedule,Sea,Pharmaceuticals,3829.89,11955,Clear,Cleared,Low,95.0,None,NONE
SHP-1849,Delhi,London,DHL,2026-06-26,2026-07-06,2026-07-06,Delivered,Normal,0,On schedule,Rail,Electronics,4335.73,6658,Clear,Cleared,Low,93.9,None,NONE
SHP-1850,Kolkata,London,BlueDart,2026-03-17,2026-03-24,2026-03-26,Delayed,Normal,53,Carrier delay,Sea,Machinery,4750.1,6999,Clear,Cleared,Low,82.1,Medium,CARRIER_DELAY
SHP-1851,Pune,New York,BlueDart,2026-02-16,2026-02-24,2026-02-24,Delayed,High,18,Carrier delay,Sea,Machinery,1608.98,3195,Extreme Heat,Cleared,Medium,76.9,Low,MINOR_DELAY
SHP-1852,Hyderabad,Singapore,FedEx,2026-03-29,2026-04-08,2026-04-08,Delivered,Low,0,On schedule,Road,Automotive,2903.34,14129,Clear,Cleared,Low,94.9,None,NONE
SHP-1853,Hyderabad,Toronto,BlueDart,2026-02-15,2026-02-20,2026-02-20,Delivered,Critical,0,On schedule,Road,Chemicals,2158.38,4858,Clear,Cleared,Low,79.7,None,NONE
SHP-1854,Kolkata,Singapore,Maersk,2026-01-31,2026-02-05,2026-02-05,Delivered,Normal,0,On schedule,Road,Pharmaceuticals,4427.89,5026,Clear,Cleared,Low,95.4,None,NONE
SHP-1855,Hyderabad,Paris,DHL,2026-03-13,2026-03-23,2026-03-23,Delivered,Normal,0,On schedule,Sea,Machinery,3776.78,748,Clear,Cleared,Low,80.7,None,NONE
SHP-1856,Mumbai,Amsterdam,UPS,2026-05-06,2026-05-11,2026-05-11,Delivered,High,0,On schedule,Sea,Electronics,1416.37,9657,Clear,Cleared,Low,73.3,None,NONE
SHP-1857,Ahmedabad,Amsterdam,FedEx,2026-01-29,2026-02-04,2026-02-05,Delayed,High,25,Carrier delay,Rail,Textiles,443.45,2541,Extreme Heat,Cleared,Medium,97.7,High,CARRIER_DELAY
SHP-1858,Delhi,Toronto,DHL,2026-01-20,2026-01-26,2026-01-26,Delivered,Normal,0,On schedule,Sea,Machinery,2272.79,12350,Clear,Cleared,Low,77.1,None,NONE
SHP-1859,Delhi,Toronto,DHL,2026-06-30,2026-07-10,2026-07-10,Delivered,High,0,On schedule,Rail,Electronics,3309.04,14678,Clear,Cleared,Low,81.9,None,NONE
SHP-1860,Mumbai,Frankfurt,FedEx,2026-02-26,2026-03-02,2026-03-02,Delivered,High,0,On schedule,Rail,Chemicals,2427.69,3365,Clear,Cleared,Low,86.5,None,NONE
SHP-1861,Hyderabad,London,FedEx,2026-08-08,2026-08-16,2026-08-16,Delivered,High,0,On schedule,Air,Food,345.63,9437,Clear,Cleared,Low,81.3,None,NONE
SHP-1862,Bengaluru,Dubai,BlueDart,2026-04-08,2026-04-15,2026-04-15,Delivered,Normal,0,On schedule,Road,Food,2426.32,11063,Clear,Cleared,Low,96.0,None,NONE
SHP-1863,Hyderabad,Frankfurt,Maersk,2026-07-23,2026-07-29,2026-07-29,Delayed,Normal,19,Documentation issue,Rail,Automotive,2103.77,7626,Clear,Cleared,Low,69.0,Medium,MINOR_DELAY
SHP-1864,Pune,Singapore,FedEx,2026-06-19,2026-06-25,2026-06-26,Delayed,Normal,40,Mechanical issue,Rail,Textiles,1346.94,3824,Clear,Under Review,Medium,93.3,High,DELIVERY_DELAY
SHP-1865,Pune,Dubai,UPS,2026-06-22,2026-07-01,2026-07-01,Delivered,Normal,0,On schedule,Road,Textiles,2131.74,4571,Clear,Cleared,Low,94.2,None,NONE
SHP-1866,Hyderabad,Sydney,Carrier-X,2026-06-12,2026-06-20,2026-06-20,Delivered,High,0,On schedule,Sea,Textiles,1114.34,14646,Clear,Cleared,Low,62.2,None,NONE
SHP-1867,Chennai,Singapore,UPS,2026-06-04,2026-06-11,2026-06-11,Delayed,Normal,14,Port congestion,Road,Pharmaceuticals,3836.54,9358,Storm,Cleared,High,57.7,High,PORT_CONGESTION
SHP-1868,Mumbai,Amsterdam,FedEx,2026-02-20,2026-02-27,2026-02-28,Delayed,Critical,33,Weather disruption,Road,Food,1664.2,3832,Storm,Cleared,Medium,78.8,Medium,WEATHER_DISRUPTION
SHP-1869,Chennai,Dubai,DHL,2026-05-15,2026-05-24,2026-05-24,Delivered,Normal,0,On schedule,Air,Chemicals,221.0,4938,Clear,Cleared,Low,68.0,None,NONE
SHP-1870,Chennai,Frankfurt,DHL,2026-02-01,2026-02-09,2026-02-09,Delivered,High,0,On schedule,Road,Machinery,664.65,12432,Clear,Cleared,Low,92.7,None,NONE
SHP-1871,Delhi,Singapore,DHL,2026-01-04,2026-01-12,2026-01-12,Delayed,High,6,Carrier delay,Rail,Electronics,2566.65,683,Storm,Cleared,Medium,68.0,Medium,MINOR_DELAY
SHP-1872,Ahmedabad,Frankfurt,DHL,2026-05-28,2026-05-31,2026-05-31,Delivered,Normal,0,On schedule,Road,Machinery,1119.04,6957,Clear,Cleared,Low,79.1,None,NONE
SHP-1873,Ahmedabad,New York,Carrier-X,2026-01-05,2026-01-07,2026-01-09,Delayed,Critical,71,Documentation issue,Sea,Automotive,1992.77,4102,Fog,Under Review,Medium,74.2,Medium,DELIVERY_DELAY
SHP-1874,Ahmedabad,Paris,DHL,2026-02-06,2026-02-15,2026-02-16,Exception,High,36,Damaged cargo,Road,Textiles,2971.11,1674,Rain,Cleared,Low,61.1,High,DAMAGED_CARGO
SHP-1875,Ahmedabad,Amsterdam,Carrier-X,2026-07-16,2026-07-23,2026-07-23,Delivered,Normal,0,On schedule,Sea,Electronics,4173.27,898,Clear,Cleared,Low,68.8,None,NONE
SHP-1876,Pune,Dubai,Maersk,2026-05-24,2026-06-03,2026-06-03,Delayed,High,12,Weather disruption,Sea,Chemicals,2778.49,12418,Extreme Heat,Under Review,Medium,97.7,Low,MINOR_DELAY
SHP-1877,Delhi,Singapore,BlueDart,2026-02-02,2026-02-05,2026-02-05,Delivered,High,0,On schedule,Air,Automotive,839.32,7469,Clear,Cleared,Low,92.4,None,NONE
SHP-1878,Delhi,Dubai,BlueDart,2026-06-10,2026-06-20,2026-06-20,Delivered,High,0,On schedule,Rail,Pharmaceuticals,2096.56,451,Clear,Cleared,Low,67.8,None,NONE
SHP-1879,Pune,New York,Carrier-X,2026-03-24,2026-03-28,2026-03-28,Delivered,Normal,0,On schedule,Road,Food,716.17,8872,Clear,Cleared,Low,84.5,None,NONE
SHP-1880,Kolkata,Amsterdam,UPS,2026-04-29,2026-05-03,2026-05-03,Delivered,Normal,0,On schedule,Road,Automotive,829.55,12015,Clear,Cleared,Low,90.7,None,NONE
SHP-1881,Mumbai,Toronto,BlueDart,2026-05-01,2026-05-04,2026-05-06,Exception,Low,63,Damaged cargo,Sea,Pharmaceuticals,2693.28,5723,Rain,Cleared,Low,59.1,High,DAMAGED_CARGO
SHP-1882,Ahmedabad,Paris,FedEx,2026-06-12,2026-06-14,2026-06-14,Delivered,Normal,0,On schedule,Air,Textiles,4640.12,4798,Clear,Cleared,Low,67.2,None,NONE
SHP-1883,Pune,Paris,Carrier-X,2026-06-09,2026-06-13,2026-06-16,Delayed,High,83,Port congestion,Road,Textiles,523.85,3846,Fog,Cleared,High,67.0,Medium,PORT_CONGESTION
SHP-1884,Hyderabad,Paris,DHL,2026-05-14,2026-05-23,2026-05-24,Delayed,Normal,33,Customs clearance,Sea,Chemicals,1054.44,343,Fog,Pending,High,88.7,High,CUSTOMS_DELAY
SHP-1885,Chennai,Singapore,UPS,2026-02-12,2026-02-15,2026-02-15,Delivered,Normal,0,On schedule,Sea,Pharmaceuticals,4480.81,1155,Clear,Cleared,Low,60.9,None,NONE
SHP-1886,Ahmedabad,Tokyo,Carrier-X,2026-03-19,2026-03-29,2026-03-29,Delivered,Normal,0,On schedule,Rail,Textiles,1972.3,12979,Clear,Cleared,Low,71.6,None,NONE
SHP-1887,Ahmedabad,Toronto,Maersk,2026-01-21,2026-01-31,2026-01-31,Delayed,High,18,Weather disruption,Road,Food,2213.82,11688,Extreme Heat,Cleared,Low,88.9,High,WEATHER_DISRUPTION
SHP-1888,Delhi,Amsterdam,BlueDart,2026-01-07,2026-01-17,2026-01-19,Delayed,High,57,Weather disruption,Road,Pharmaceuticals,4382.71,3429,Storm,Cleared,Medium,71.4,High,WEATHER_DISRUPTION
SHP-1889,Bengaluru,Dubai,FedEx,2026-05-15,2026-05-21,2026-05-21,Delayed,Normal,12,Carrier delay,Rail,Textiles,177.31,4804,Fog,Under Review,Low,82.6,Medium,MINOR_DELAY
SHP-1890,Pune,Dubai,Carrier-X,2026-06-10,2026-06-19,2026-06-19,Delayed,Low,2,Weather disruption,Road,Textiles,3752.18,10909,Rain,Under Review,Medium,87.3,Medium,MINOR_DELAY
SHP-1891,Delhi,Dubai,Maersk,2026-07-02,2026-07-04,2026-07-05,Delayed,Normal,40,Carrier delay,Air,Food,1578.04,14355,Extreme Heat,Cleared,Medium,78.4,High,DELIVERY_DELAY
SHP-1892,Chennai,Paris,Carrier-X,2026-08-03,2026-08-11,2026-08-12,Delayed,High,31,Carrier delay,Air,Textiles,4190.21,11271,Extreme Heat,Cleared,Low,57.6,High,CARRIER_DELAY
SHP-1893,Chennai,Amsterdam,FedEx,2026-02-14,2026-02-19,2026-02-19,Delivered,Normal,0,On schedule,Road,Electronics,3446.7,7005,Clear,Cleared,Low,62.4,None,NONE
SHP-1894,Mumbai,New York,Maersk,2026-03-29,2026-04-01,2026-04-01,Delayed,Normal,13,Weather disruption,Road,Electronics,920.68,1715,Storm,Cleared,Low,63.0,High,WEATHER_DISRUPTION
SHP-1895,Mumbai,London,DHL,2026-04-06,2026-04-12,2026-04-13,Delayed,Normal,41,Carrier delay,Sea,Machinery,276.14,11865,Rain,Cleared,Low,67.3,High,CARRIER_DELAY
SHP-1896,Hyderabad,London,UPS,2026-02-27,2026-03-04,2026-03-04,Delivered,High,0,On schedule,Road,Automotive,893.79,5132,Clear,Cleared,Low,66.2,None,NONE
SHP-1897,Ahmedabad,New York,DHL,2026-05-29,2026-05-31,2026-06-01,Delayed,Normal,45,Customs clearance,Rail,Textiles,4748.83,9888,Rain,Pending,High,71.6,High,CUSTOMS_DELAY
SHP-1898,Chennai,Tokyo,Maersk,2026-03-29,2026-04-04,2026-04-04,Delivered,High,0,On schedule,Road,Pharmaceuticals,462.88,12971,Clear,Cleared,Low,64.1,None,NONE
SHP-1899,Chennai,Sydney,Maersk,2026-05-13,2026-05-17,2026-05-17,Delivered,High,0,On schedule,Air,Electronics,2341.56,5591,Clear,Cleared,Low,71.0,None,NONE
SHP-1900,Pune,Paris,DHL,2026-01-27,2026-02-03,2026-02-03,Delayed,Normal,8,Weather disruption,Road,Machinery,1689.99,1941,Extreme Heat,Cleared,Medium,63.0,Medium,WEATHER_DISRUPTION
SHP-1901,Kolkata,New York,FedEx,2026-02-17,2026-02-26,2026-02-26,Delivered,High,0,On schedule,Rail,Food,2971.94,11678,Clear,Cleared,Low,73.7,None,NONE
SHP-1902,Pune,Sydney,FedEx,2026-04-06,2026-04-14,2026-04-14,Delivered,Normal,0,On schedule,Road,Machinery,1507.86,14675,Clear,Cleared,Low,65.1,None,NONE
SHP-1903,Delhi,Tokyo,BlueDart,2026-04-13,2026-04-17,2026-04-17,Delivered,Normal,0,On schedule,Road,Food,4612.54,14825,Clear,Cleared,Low,80.7,None,NONE
SHP-1904,Chennai,Paris,FedEx,2026-03-27,2026-03-30,2026-03-30,Delivered,High,0,On schedule,Sea,Machinery,1553.27,12847,Clear,Cleared,Low,61.1,None,NONE
SHP-1905,Kolkata,Sydney,BlueDart,2026-01-01,2026-01-05,2026-01-05,Delivered,High,0,On schedule,Sea,Automotive,1513.4,1616,Clear,Cleared,Low,62.9,None,NONE
SHP-1906,Chennai,Tokyo,DHL,2026-06-25,2026-06-28,2026-06-28,Delayed,Normal,12,Customs clearance,Sea,Pharmaceuticals,2359.3,11552,Storm,Pending,Low,71.9,High,CUSTOMS_DELAY
SHP-1907,Chennai,Sydney,Carrier-X,2026-04-29,2026-05-03,2026-05-03,Delayed,High,18,Customs clearance,Rail,Chemicals,2005.42,5659,Storm,Pending,Low,93.6,High,CUSTOMS_DELAY
SHP-1908,Pune,Paris,BlueDart,2026-05-06,2026-05-10,2026-05-11,Exception,High,27,Damaged cargo,Air,Textiles,3841.54,6347,Fog,Cleared,Low,70.6,High,DAMAGED_CARGO
SHP-1909,Mumbai,Paris,UPS,2026-06-15,2026-06-17,2026-06-17,Delivered,Normal,0,On schedule,Rail,Electronics,1064.05,7433,Clear,Cleared,Low,59.0,None,NONE
SHP-1910,Pune,London,BlueDart,2026-03-21,2026-03-25,2026-03-25,Delayed,Normal,10,Weather disruption,Sea,Textiles,1997.1,8776,Storm,Cleared,Medium,90.9,High,WEATHER_DISRUPTION
SHP-1911,Ahmedabad,Singapore,Maersk,2026-08-09,2026-08-19,2026-08-19,Delayed,Normal,22,Customs clearance,Air,Machinery,1926.11,7749,Fog,Pending,Low,55.5,High,CUSTOMS_DELAY
SHP-1912,Pune,Tokyo,DHL,2026-03-08,2026-03-17,2026-03-17,Delivered,High,0,On schedule,Road,Automotive,2515.29,13095,Clear,Cleared,Low,75.4,None,NONE
SHP-1913,Kolkata,Amsterdam,Maersk,2026-02-15,2026-02-21,2026-02-21,Delayed,Critical,14,Weather disruption,Air,Chemicals,996.09,13617,Storm,Cleared,Low,81.4,Low,MINOR_DELAY
SHP-1914,Ahmedabad,Tokyo,DHL,2026-01-11,2026-01-18,2026-01-18,Delivered,Normal,0,On schedule,Rail,Textiles,259.87,10119,Clear,Cleared,Low,84.5,None,NONE
SHP-1915,Hyderabad,Tokyo,Maersk,2026-07-29,2026-08-04,2026-08-04,Delivered,Low,0,On schedule,Road,Chemicals,1790.86,587,Clear,Cleared,Low,74.2,None,NONE
SHP-1916,Hyderabad,Dubai,UPS,2026-07-07,2026-07-16,2026-07-18,Delayed,Low,55,Carrier delay,Air,Textiles,2161.19,4800,Rain,Cleared,Medium,69.9,Medium,DELIVERY_DELAY
SHP-1917,Ahmedabad,Paris,FedEx,2026-01-20,2026-01-23,2026-01-23,Delivered,Normal,0,On schedule,Rail,Electronics,1915.75,12184,Clear,Cleared,Low,58.4,None,NONE
SHP-1918,Hyderabad,Tokyo,BlueDart,2026-07-11,2026-07-21,2026-07-21,Delayed,Normal,4,Documentation issue,Air,Pharmaceuticals,2700.4,13304,Storm,Cleared,Medium,65.5,Low,MINOR_DELAY
SHP-1919,Mumbai,Toronto,UPS,2026-07-14,2026-07-18,2026-07-18,Delivered,Critical,0,On schedule,Rail,Pharmaceuticals,1391.5,11300,Clear,Cleared,Low,57.0,None,NONE
SHP-1920,Pune,London,Carrier-X,2026-01-02,2026-01-10,2026-01-10,Delivered,Normal,0,On schedule,Road,Textiles,3289.49,4801,Clear,Cleared,Low,66.5,None,NONE
SHP-1921,Kolkata,Singapore,FedEx,2026-07-01,2026-07-07,2026-07-07,Delivered,Normal,0,On schedule,Sea,Electronics,3643.54,10283,Clear,Cleared,Low,90.6,None,NONE
SHP-1922,Pune,Paris,Maersk,2026-05-23,2026-05-30,2026-05-30,Delivered,Low,0,On schedule,Rail,Automotive,4114.92,2786,Clear,Cleared,Low,74.9,None,NONE
